"unit","sex","age","nace_r2","geo","time","values"
"THS","M","Y15-19","P","BG","2015Q2",NA
"THS","M","Y15-19","Q","BG","2015Q2",NA
"THS","M","Y15-19","R","BG","2015Q2",NA
"THS","M","Y15-19","S","BG","2015Q2",NA
"THS","M","Y15-19","T","BG","2015Q2",NA
"THS","M","Y15-19","TOTAL","BG","2015Q2",NA
"THS","M","Y15-24","A","BG","2015Q2",NA
"THS","M","Y15-24","B","BG","2015Q2",NA
"THS","M","Y15-24","C","BG","2015Q2",NA
"THS","M","Y15-24","D","BG","2015Q2",NA
"THS","M","Y15-24","E","BG","2015Q2",NA
"THS","M","Y15-24","F","BG","2015Q2",NA
"THS","M","Y15-24","G","BG","2015Q2",NA
"THS","M","Y15-24","H","BG","2015Q2",NA
"THS","M","Y15-24","I","BG","2015Q2",NA
"THS","M","Y15-24","J","BG","2015Q2",NA
"THS","M","Y15-24","K","BG","2015Q2",NA
"THS","M","Y15-24","L","BG","2015Q2",NA
"THS","M","Y15-24","M","BG","2015Q2",NA
"THS","M","Y15-24","N","BG","2015Q2",NA
"THS","M","Y15-24","O","BG","2015Q2",NA
"THS","M","Y15-24","P","BG","2015Q2",NA
"THS","M","Y15-24","Q","BG","2015Q2",NA
"THS","M","Y15-24","R","BG","2015Q2",NA
"THS","M","Y15-24","S","BG","2015Q2",NA
"THS","M","Y15-24","T","BG","2015Q2",NA
"THS","M","Y15-24","TOTAL","BG","2015Q2",NA
"THS","M","Y15-29","A","BG","2015Q2",NA
"THS","M","Y15-29","B","BG","2015Q2",NA
"THS","M","Y15-29","C","BG","2015Q2",NA
"THS","M","Y15-29","D","BG","2015Q2",NA
"THS","M","Y15-29","E","BG","2015Q2",NA
"THS","M","Y15-29","F","BG","2015Q2",NA
"THS","M","Y15-29","G","BG","2015Q2",NA
"THS","M","Y15-29","H","BG","2015Q2",NA
"THS","M","Y15-29","I","BG","2015Q2",NA
"THS","M","Y15-29","J","BG","2015Q2",NA
"THS","M","Y15-29","K","BG","2015Q2",NA
"THS","M","Y15-29","L","BG","2015Q2",NA
"THS","M","Y15-29","M","BG","2015Q2",NA
"THS","M","Y15-29","N","BG","2015Q2",NA
"THS","M","Y15-29","O","BG","2015Q2",NA
"THS","M","Y15-29","P","BG","2015Q2",NA
"THS","M","Y15-29","Q","BG","2015Q2",NA
"THS","M","Y15-29","R","BG","2015Q2",NA
"THS","M","Y15-29","S","BG","2015Q2",NA
"THS","M","Y15-29","T","BG","2015Q2",NA
"THS","M","Y15-29","TOTAL","BG","2015Q2",NA
"THS","M","Y15-29","U","BG","2015Q2",NA
"THS","M","Y15-39","A","BG","2015Q2",NA
"THS","M","Y15-39","B","BG","2015Q2",NA
"THS","M","Y15-39","C","BG","2015Q2",NA
"THS","M","Y15-39","D","BG","2015Q2",NA
"THS","M","Y15-39","E","BG","2015Q2",NA
"THS","M","Y15-39","F","BG","2015Q2",NA
"THS","M","Y15-39","G","BG","2015Q2",NA
"THS","M","Y15-39","H","BG","2015Q2",NA
"THS","M","Y15-39","I","BG","2015Q2",NA
"THS","M","Y15-39","J","BG","2015Q2",NA
"THS","M","Y15-39","K","BG","2015Q2",NA
"THS","M","Y15-39","L","BG","2015Q2",NA
"THS","M","Y15-39","M","BG","2015Q2",NA
"THS","M","Y15-39","N","BG","2015Q2",NA
"THS","M","Y15-39","O","BG","2015Q2",NA
"THS","M","Y15-39","P","BG","2015Q2",NA
"THS","M","Y15-39","Q","BG","2015Q2",NA
"THS","M","Y15-39","R","BG","2015Q2",NA
"THS","M","Y15-39","S","BG","2015Q2",NA
"THS","M","Y15-39","T","BG","2015Q2",NA
"THS","M","Y15-39","TOTAL","BG","2015Q2",NA
"THS","M","Y15-39","U","BG","2015Q2",NA
"THS","M","Y15-59","A","BG","2015Q2",NA
"THS","M","Y15-59","B","BG","2015Q2",NA
"THS","M","Y15-59","C","BG","2015Q2",NA
"THS","M","Y15-59","D","BG","2015Q2",NA
"THS","M","Y15-59","E","BG","2015Q2",NA
"THS","M","Y15-59","F","BG","2015Q2",NA
"THS","M","Y15-59","G","BG","2015Q2",NA
"THS","M","Y15-59","H","BG","2015Q2",NA
"THS","M","Y15-59","I","BG","2015Q2",NA
"THS","M","Y15-59","J","BG","2015Q2",NA
"THS","M","Y15-59","K","BG","2015Q2",NA
"THS","M","Y15-59","L","BG","2015Q2",NA
"THS","M","Y15-59","M","BG","2015Q2",NA
"THS","M","Y15-59","N","BG","2015Q2",NA
"THS","M","Y15-59","O","BG","2015Q2",NA
"THS","M","Y15-59","P","BG","2015Q2",NA
"THS","M","Y15-59","Q","BG","2015Q2",NA
"THS","M","Y15-59","R","BG","2015Q2",NA
"THS","M","Y15-59","S","BG","2015Q2",NA
"THS","M","Y15-59","T","BG","2015Q2",NA
"THS","M","Y15-59","TOTAL","BG","2015Q2",NA
"THS","M","Y15-59","U","BG","2015Q2",NA
"THS","M","Y15-64","A","BG","2015Q2",NA
"THS","M","Y15-64","B","BG","2015Q2",NA
"THS","M","Y15-64","C","BG","2015Q2",NA
"THS","M","Y15-64","D","BG","2015Q2",NA
"THS","M","Y15-64","E","BG","2015Q2",NA
"THS","M","Y15-64","F","BG","2015Q2",NA
"THS","M","Y15-64","G","BG","2015Q2",NA
"THS","M","Y15-64","H","BG","2015Q2",NA
"THS","M","Y15-64","I","BG","2015Q2",NA
"THS","M","Y15-64","J","BG","2015Q2",NA
"THS","M","Y15-64","K","BG","2015Q2",NA
"THS","M","Y15-64","L","BG","2015Q2",NA
"THS","M","Y15-64","M","BG","2015Q2",NA
"THS","M","Y15-64","N","BG","2015Q2",NA
"THS","M","Y15-64","O","BG","2015Q2",NA
"THS","M","Y15-64","P","BG","2015Q2",NA
"THS","M","Y15-64","Q","BG","2015Q2",NA
"THS","M","Y15-64","R","BG","2015Q2",NA
"THS","M","Y15-64","S","BG","2015Q2",NA
"THS","M","Y15-64","T","BG","2015Q2",NA
"THS","M","Y15-64","TOTAL","BG","2015Q2",NA
"THS","M","Y15-64","U","BG","2015Q2",NA
"THS","M","Y15-74","A","BG","2015Q2",NA
"THS","M","Y15-74","B","BG","2015Q2",NA
"THS","M","Y15-74","C","BG","2015Q2",NA
"THS","M","Y15-74","D","BG","2015Q2",NA
"THS","M","Y15-74","E","BG","2015Q2",NA
"THS","M","Y15-74","F","BG","2015Q2",NA
"THS","M","Y15-74","G","BG","2015Q2",NA
"THS","M","Y15-74","H","BG","2015Q2",NA
"THS","M","Y15-74","I","BG","2015Q2",NA
"THS","M","Y15-74","J","BG","2015Q2",NA
"THS","M","Y15-74","K","BG","2015Q2",NA
"THS","M","Y15-74","L","BG","2015Q2",NA
"THS","M","Y15-74","M","BG","2015Q2",NA
"THS","M","Y15-74","N","BG","2015Q2",NA
"THS","M","Y15-74","O","BG","2015Q2",NA
"THS","M","Y15-74","P","BG","2015Q2",NA
"THS","M","Y15-74","Q","BG","2015Q2",NA
"THS","M","Y15-74","R","BG","2015Q2",NA
"THS","M","Y15-74","S","BG","2015Q2",NA
"THS","M","Y15-74","T","BG","2015Q2",NA
"THS","M","Y15-74","TOTAL","BG","2015Q2",NA
"THS","M","Y15-74","U","BG","2015Q2",NA
"THS","M","Y20-64","A","BG","2015Q2",NA
"THS","M","Y20-64","B","BG","2015Q2",NA
"THS","M","Y20-64","C","BG","2015Q2",NA
"THS","M","Y20-64","D","BG","2015Q2",NA
"THS","M","Y20-64","E","BG","2015Q2",NA
"THS","M","Y20-64","F","BG","2015Q2",NA
"THS","M","Y20-64","G","BG","2015Q2",NA
"THS","M","Y20-64","H","BG","2015Q2",NA
"THS","M","Y20-64","I","BG","2015Q2",NA
"THS","M","Y20-64","J","BG","2015Q2",NA
"THS","M","Y20-64","K","BG","2015Q2",NA
"THS","M","Y20-64","L","BG","2015Q2",NA
"THS","M","Y20-64","M","BG","2015Q2",NA
"THS","M","Y20-64","N","BG","2015Q2",NA
"THS","M","Y20-64","O","BG","2015Q2",NA
"THS","M","Y20-64","P","BG","2015Q2",NA
"THS","M","Y20-64","Q","BG","2015Q2",NA
"THS","M","Y20-64","R","BG","2015Q2",NA
"THS","M","Y20-64","S","BG","2015Q2",NA
"THS","M","Y20-64","T","BG","2015Q2",NA
"THS","M","Y20-64","TOTAL","BG","2015Q2",NA
"THS","M","Y20-64","U","BG","2015Q2",NA
"THS","M","Y25-49","A","BG","2015Q2",NA
"THS","M","Y25-49","B","BG","2015Q2",NA
"THS","M","Y25-49","C","BG","2015Q2",NA
"THS","M","Y25-49","D","BG","2015Q2",NA
"THS","M","Y25-49","E","BG","2015Q2",NA
"THS","M","Y25-49","F","BG","2015Q2",NA
"THS","M","Y25-49","G","BG","2015Q2",NA
"THS","M","Y25-49","H","BG","2015Q2",NA
"THS","M","Y25-49","I","BG","2015Q2",NA
"THS","M","Y25-49","J","BG","2015Q2",NA
"THS","M","Y25-49","K","BG","2015Q2",NA
"THS","M","Y25-49","L","BG","2015Q2",NA
"THS","M","Y25-49","M","BG","2015Q2",NA
"THS","M","Y25-49","N","BG","2015Q2",NA
"THS","M","Y25-49","O","BG","2015Q2",NA
"THS","M","Y25-49","P","BG","2015Q2",NA
"THS","M","Y25-49","Q","BG","2015Q2",NA
"THS","M","Y25-49","R","BG","2015Q2",NA
"THS","M","Y25-49","S","BG","2015Q2",NA
"THS","M","Y25-49","T","BG","2015Q2",NA
"THS","M","Y25-49","TOTAL","BG","2015Q2",NA
"THS","M","Y25-49","U","BG","2015Q2",NA
"THS","M","Y25-59","A","BG","2015Q2",NA
"THS","M","Y25-59","B","BG","2015Q2",NA
"THS","M","Y25-59","C","BG","2015Q2",NA
"THS","M","Y25-59","D","BG","2015Q2",NA
"THS","M","Y25-59","E","BG","2015Q2",NA
"THS","M","Y25-59","F","BG","2015Q2",NA
"THS","M","Y25-59","G","BG","2015Q2",NA
"THS","M","Y25-59","H","BG","2015Q2",NA
"THS","M","Y25-59","I","BG","2015Q2",NA
"THS","M","Y25-59","J","BG","2015Q2",NA
"THS","M","Y25-59","K","BG","2015Q2",NA
"THS","M","Y25-59","L","BG","2015Q2",NA
"THS","M","Y25-59","M","BG","2015Q2",NA
"THS","M","Y25-59","N","BG","2015Q2",NA
"THS","M","Y25-59","O","BG","2015Q2",NA
"THS","M","Y25-59","P","BG","2015Q2",NA
"THS","M","Y25-59","Q","BG","2015Q2",NA
"THS","M","Y25-59","R","BG","2015Q2",NA
"THS","M","Y25-59","S","BG","2015Q2",NA
"THS","M","Y25-59","T","BG","2015Q2",NA
"THS","M","Y25-59","TOTAL","BG","2015Q2",NA
"THS","M","Y25-59","U","BG","2015Q2",NA
"THS","M","Y25-64","A","BG","2015Q2",NA
"THS","M","Y25-64","B","BG","2015Q2",NA
"THS","M","Y25-64","C","BG","2015Q2",NA
"THS","M","Y25-64","D","BG","2015Q2",NA
"THS","M","Y25-64","E","BG","2015Q2",NA
"THS","M","Y25-64","F","BG","2015Q2",NA
"THS","M","Y25-64","G","BG","2015Q2",NA
"THS","M","Y25-64","H","BG","2015Q2",NA
"THS","M","Y25-64","I","BG","2015Q2",NA
"THS","M","Y25-64","J","BG","2015Q2",NA
"THS","M","Y25-64","K","BG","2015Q2",NA
"THS","M","Y25-64","L","BG","2015Q2",NA
"THS","M","Y25-64","M","BG","2015Q2",NA
"THS","M","Y25-64","N","BG","2015Q2",NA
"THS","M","Y25-64","O","BG","2015Q2",NA
"THS","M","Y25-64","P","BG","2015Q2",NA
"THS","M","Y25-64","Q","BG","2015Q2",NA
"THS","M","Y25-64","R","BG","2015Q2",NA
"THS","M","Y25-64","S","BG","2015Q2",NA
"THS","M","Y25-64","T","BG","2015Q2",NA
"THS","M","Y25-64","TOTAL","BG","2015Q2",NA
"THS","M","Y25-64","U","BG","2015Q2",NA
"THS","M","Y25-74","A","BG","2015Q2",NA
"THS","M","Y25-74","B","BG","2015Q2",NA
"THS","M","Y25-74","C","BG","2015Q2",NA
"THS","M","Y25-74","D","BG","2015Q2",NA
"THS","M","Y25-74","E","BG","2015Q2",NA
"THS","M","Y25-74","F","BG","2015Q2",NA
"THS","M","Y25-74","G","BG","2015Q2",NA
"THS","M","Y25-74","H","BG","2015Q2",NA
"THS","M","Y25-74","I","BG","2015Q2",NA
"THS","M","Y25-74","J","BG","2015Q2",NA
"THS","M","Y25-74","K","BG","2015Q2",NA
"THS","M","Y25-74","L","BG","2015Q2",NA
"THS","M","Y25-74","M","BG","2015Q2",NA
"THS","M","Y25-74","N","BG","2015Q2",NA
"THS","M","Y25-74","O","BG","2015Q2",NA
"THS","M","Y25-74","P","BG","2015Q2",NA
"THS","M","Y25-74","Q","BG","2015Q2",NA
"THS","M","Y25-74","R","BG","2015Q2",NA
"THS","M","Y25-74","S","BG","2015Q2",NA
"THS","M","Y25-74","T","BG","2015Q2",NA
"THS","M","Y25-74","TOTAL","BG","2015Q2",NA
"THS","M","Y25-74","U","BG","2015Q2",NA
"THS","M","Y40-59","A","BG","2015Q2",NA
"THS","M","Y40-59","B","BG","2015Q2",NA
"THS","M","Y40-59","C","BG","2015Q2",NA
"THS","M","Y40-59","D","BG","2015Q2",NA
"THS","M","Y40-59","E","BG","2015Q2",NA
"THS","M","Y40-59","F","BG","2015Q2",NA
"THS","M","Y40-59","G","BG","2015Q2",NA
"THS","M","Y40-59","H","BG","2015Q2",NA
"THS","M","Y40-59","I","BG","2015Q2",NA
"THS","M","Y40-59","J","BG","2015Q2",NA
"THS","M","Y40-59","K","BG","2015Q2",NA
"THS","M","Y40-59","L","BG","2015Q2",NA
"THS","M","Y40-59","M","BG","2015Q2",NA
"THS","M","Y40-59","N","BG","2015Q2",NA
"THS","M","Y40-59","O","BG","2015Q2",NA
"THS","M","Y40-59","P","BG","2015Q2",NA
"THS","M","Y40-59","Q","BG","2015Q2",NA
"THS","M","Y40-59","R","BG","2015Q2",NA
"THS","M","Y40-59","S","BG","2015Q2",NA
"THS","M","Y40-59","T","BG","2015Q2",NA
"THS","M","Y40-59","TOTAL","BG","2015Q2",NA
"THS","M","Y40-59","U","BG","2015Q2",NA
"THS","M","Y40-64","A","BG","2015Q2",NA
"THS","M","Y40-64","B","BG","2015Q2",NA
"THS","M","Y40-64","C","BG","2015Q2",NA
"THS","M","Y40-64","D","BG","2015Q2",NA
"THS","M","Y40-64","E","BG","2015Q2",NA
"THS","M","Y40-64","F","BG","2015Q2",NA
"THS","M","Y40-64","G","BG","2015Q2",NA
"THS","M","Y40-64","H","BG","2015Q2",NA
"THS","M","Y40-64","I","BG","2015Q2",NA
"THS","M","Y40-64","J","BG","2015Q2",NA
"THS","M","Y40-64","K","BG","2015Q2",NA
"THS","M","Y40-64","L","BG","2015Q2",NA
"THS","M","Y40-64","M","BG","2015Q2",NA
"THS","M","Y40-64","N","BG","2015Q2",NA
"THS","M","Y40-64","O","BG","2015Q2",NA
"THS","M","Y40-64","P","BG","2015Q2",NA
"THS","M","Y40-64","Q","BG","2015Q2",NA
"THS","M","Y40-64","R","BG","2015Q2",NA
"THS","M","Y40-64","S","BG","2015Q2",NA
"THS","M","Y40-64","T","BG","2015Q2",NA
"THS","M","Y40-64","TOTAL","BG","2015Q2",NA
"THS","M","Y40-64","U","BG","2015Q2",NA
"THS","M","Y50-59","A","BG","2015Q2",NA
"THS","M","Y50-59","B","BG","2015Q2",NA
"THS","M","Y50-59","C","BG","2015Q2",NA
"THS","M","Y50-59","D","BG","2015Q2",NA
"THS","M","Y50-59","E","BG","2015Q2",NA
"THS","M","Y50-59","F","BG","2015Q2",NA
"THS","M","Y50-59","G","BG","2015Q2",NA
"THS","M","Y50-59","H","BG","2015Q2",NA
"THS","M","Y50-59","I","BG","2015Q2",NA
"THS","M","Y50-59","J","BG","2015Q2",NA
"THS","M","Y50-59","K","BG","2015Q2",NA
"THS","M","Y50-59","L","BG","2015Q2",NA
"THS","M","Y50-59","M","BG","2015Q2",NA
"THS","M","Y50-59","N","BG","2015Q2",NA
"THS","M","Y50-59","O","BG","2015Q2",NA
"THS","M","Y50-59","P","BG","2015Q2",NA
"THS","M","Y50-59","Q","BG","2015Q2",NA
"THS","M","Y50-59","R","BG","2015Q2",NA
"THS","M","Y50-59","S","BG","2015Q2",NA
"THS","M","Y50-59","T","BG","2015Q2",NA
"THS","M","Y50-59","TOTAL","BG","2015Q2",NA
"THS","M","Y50-59","U","BG","2015Q2",NA
"THS","M","Y50-64","A","BG","2015Q2",NA
"THS","M","Y50-64","B","BG","2015Q2",NA
"THS","M","Y50-64","C","BG","2015Q2",NA
"THS","M","Y50-64","D","BG","2015Q2",NA
"THS","M","Y50-64","E","BG","2015Q2",NA
"THS","M","Y50-64","F","BG","2015Q2",NA
"THS","M","Y50-64","G","BG","2015Q2",NA
"THS","M","Y50-64","H","BG","2015Q2",NA
"THS","M","Y50-64","I","BG","2015Q2",NA
"THS","M","Y50-64","J","BG","2015Q2",NA
"THS","M","Y50-64","K","BG","2015Q2",NA
"THS","M","Y50-64","L","BG","2015Q2",NA
"THS","M","Y50-64","M","BG","2015Q2",NA
"THS","M","Y50-64","N","BG","2015Q2",NA
"THS","M","Y50-64","O","BG","2015Q2",NA
"THS","M","Y50-64","P","BG","2015Q2",NA
"THS","M","Y50-64","Q","BG","2015Q2",NA
"THS","M","Y50-64","R","BG","2015Q2",NA
"THS","M","Y50-64","S","BG","2015Q2",NA
"THS","M","Y50-64","T","BG","2015Q2",NA
"THS","M","Y50-64","TOTAL","BG","2015Q2",NA
"THS","M","Y50-64","U","BG","2015Q2",NA
"THS","M","Y50-74","A","BG","2015Q2",NA
"THS","M","Y50-74","B","BG","2015Q2",NA
"THS","M","Y50-74","C","BG","2015Q2",NA
"THS","M","Y50-74","D","BG","2015Q2",NA
"THS","M","Y50-74","E","BG","2015Q2",NA
"THS","M","Y50-74","F","BG","2015Q2",NA
"THS","M","Y50-74","G","BG","2015Q2",NA
"THS","M","Y50-74","H","BG","2015Q2",NA
"THS","M","Y50-74","I","BG","2015Q2",NA
"THS","M","Y50-74","J","BG","2015Q2",NA
"THS","M","Y50-74","K","BG","2015Q2",NA
"THS","M","Y50-74","L","BG","2015Q2",NA
"THS","M","Y50-74","M","BG","2015Q2",NA
"THS","M","Y50-74","N","BG","2015Q2",NA
"THS","M","Y50-74","O","BG","2015Q2",NA
"THS","M","Y50-74","P","BG","2015Q2",NA
"THS","M","Y50-74","Q","BG","2015Q2",NA
"THS","M","Y50-74","R","BG","2015Q2",NA
"THS","M","Y50-74","S","BG","2015Q2",NA
"THS","M","Y50-74","T","BG","2015Q2",NA
"THS","M","Y50-74","TOTAL","BG","2015Q2",NA
"THS","M","Y50-74","U","BG","2015Q2",NA
"THS","M","Y55-64","A","BG","2015Q2",NA
"THS","M","Y55-64","B","BG","2015Q2",NA
"THS","M","Y55-64","C","BG","2015Q2",NA
"THS","M","Y55-64","D","BG","2015Q2",NA
"THS","M","Y55-64","E","BG","2015Q2",NA
"THS","M","Y55-64","F","BG","2015Q2",NA
"THS","M","Y55-64","G","BG","2015Q2",NA
"THS","M","Y55-64","H","BG","2015Q2",NA
"THS","M","Y55-64","I","BG","2015Q2",NA
"THS","M","Y55-64","J","BG","2015Q2",NA
"THS","M","Y55-64","K","BG","2015Q2",NA
"THS","M","Y55-64","L","BG","2015Q2",NA
"THS","M","Y55-64","M","BG","2015Q2",NA
"THS","M","Y55-64","N","BG","2015Q2",NA
"THS","M","Y55-64","O","BG","2015Q2",NA
"THS","M","Y55-64","P","BG","2015Q2",NA
"THS","M","Y55-64","Q","BG","2015Q2",NA
"THS","M","Y55-64","R","BG","2015Q2",NA
"THS","M","Y55-64","S","BG","2015Q2",NA
"THS","M","Y55-64","T","BG","2015Q2",NA
"THS","M","Y55-64","TOTAL","BG","2015Q2",NA
"THS","M","Y55-64","U","BG","2015Q2",NA
"THS","M","Y55-74","A","BG","2015Q2",NA
"THS","M","Y55-74","B","BG","2015Q2",NA
"THS","M","Y55-74","C","BG","2015Q2",NA
"THS","M","Y55-74","D","BG","2015Q2",NA
"THS","M","Y55-74","E","BG","2015Q2",NA
"THS","M","Y55-74","F","BG","2015Q2",NA
"THS","M","Y55-74","G","BG","2015Q2",NA
"THS","M","Y55-74","H","BG","2015Q2",NA
"THS","M","Y55-74","I","BG","2015Q2",NA
"THS","M","Y55-74","J","BG","2015Q2",NA
"THS","M","Y55-74","K","BG","2015Q2",NA
"THS","M","Y55-74","L","BG","2015Q2",NA
"THS","M","Y55-74","M","BG","2015Q2",NA
"THS","M","Y55-74","N","BG","2015Q2",NA
"THS","M","Y55-74","O","BG","2015Q2",NA
"THS","M","Y55-74","P","BG","2015Q2",NA
"THS","M","Y55-74","Q","BG","2015Q2",NA
"THS","M","Y55-74","R","BG","2015Q2",NA
"THS","M","Y55-74","S","BG","2015Q2",NA
"THS","M","Y55-74","T","BG","2015Q2",NA
"THS","M","Y55-74","TOTAL","BG","2015Q2",NA
"THS","M","Y55-74","U","BG","2015Q2",NA
"THS","M","Y_GE15","A","BG","2015Q2",NA
"THS","M","Y_GE15","B","BG","2015Q2",NA
"THS","M","Y_GE15","C","BG","2015Q2",NA
"THS","M","Y_GE15","D","BG","2015Q2",NA
"THS","M","Y_GE15","E","BG","2015Q2",NA
"THS","M","Y_GE15","F","BG","2015Q2",NA
"THS","M","Y_GE15","G","BG","2015Q2",NA
"THS","M","Y_GE15","H","BG","2015Q2",NA
"THS","M","Y_GE15","I","BG","2015Q2",NA
"THS","M","Y_GE15","J","BG","2015Q2",NA
"THS","M","Y_GE15","K","BG","2015Q2",NA
"THS","M","Y_GE15","L","BG","2015Q2",NA
"THS","M","Y_GE15","M","BG","2015Q2",NA
"THS","M","Y_GE15","N","BG","2015Q2",NA
"THS","M","Y_GE15","O","BG","2015Q2",NA
"THS","M","Y_GE15","P","BG","2015Q2",NA
"THS","M","Y_GE15","Q","BG","2015Q2",NA
"THS","M","Y_GE15","R","BG","2015Q2",NA
"THS","M","Y_GE15","S","BG","2015Q2",NA
"THS","M","Y_GE15","T","BG","2015Q2",NA
"THS","M","Y_GE15","TOTAL","BG","2015Q2",NA
"THS","M","Y_GE15","U","BG","2015Q2",NA
"THS","M","Y_GE25","A","BG","2015Q2",NA
"THS","M","Y_GE25","B","BG","2015Q2",NA
"THS","M","Y_GE25","C","BG","2015Q2",NA
"THS","M","Y_GE25","D","BG","2015Q2",NA
"THS","M","Y_GE25","E","BG","2015Q2",NA
"THS","M","Y_GE25","F","BG","2015Q2",NA
"THS","M","Y_GE25","G","BG","2015Q2",NA
"THS","M","Y_GE25","H","BG","2015Q2",NA
"THS","M","Y_GE25","I","BG","2015Q2",NA
"THS","M","Y_GE25","J","BG","2015Q2",NA
"THS","M","Y_GE25","K","BG","2015Q2",NA
"THS","M","Y_GE25","L","BG","2015Q2",NA
"THS","M","Y_GE25","M","BG","2015Q2",NA
"THS","M","Y_GE25","N","BG","2015Q2",NA
"THS","M","Y_GE25","O","BG","2015Q2",NA
"THS","M","Y_GE25","P","BG","2015Q2",NA
"THS","M","Y_GE25","Q","BG","2015Q2",NA
"THS","M","Y_GE25","R","BG","2015Q2",NA
"THS","M","Y_GE25","S","BG","2015Q2",NA
"THS","M","Y_GE25","T","BG","2015Q2",NA
"THS","M","Y_GE25","TOTAL","BG","2015Q2",NA
"THS","M","Y_GE25","U","BG","2015Q2",NA
"THS","M","Y_GE50","A","BG","2015Q2",NA
"THS","M","Y_GE50","B","BG","2015Q2",NA
"THS","M","Y_GE50","C","BG","2015Q2",NA
"THS","M","Y_GE50","D","BG","2015Q2",NA
"THS","M","Y_GE50","E","BG","2015Q2",NA
"THS","M","Y_GE50","F","BG","2015Q2",NA
"THS","M","Y_GE50","G","BG","2015Q2",NA
"THS","M","Y_GE50","H","BG","2015Q2",NA
"THS","M","Y_GE50","I","BG","2015Q2",NA
"THS","M","Y_GE50","J","BG","2015Q2",NA
"THS","M","Y_GE50","K","BG","2015Q2",NA
"THS","M","Y_GE50","L","BG","2015Q2",NA
"THS","M","Y_GE50","M","BG","2015Q2",NA
"THS","M","Y_GE50","N","BG","2015Q2",NA
"THS","M","Y_GE50","O","BG","2015Q2",NA
"THS","M","Y_GE50","P","BG","2015Q2",NA
"THS","M","Y_GE50","Q","BG","2015Q2",NA
"THS","M","Y_GE50","R","BG","2015Q2",NA
"THS","M","Y_GE50","S","BG","2015Q2",NA
"THS","M","Y_GE50","T","BG","2015Q2",NA
"THS","M","Y_GE50","TOTAL","BG","2015Q2",NA
"THS","M","Y_GE50","U","BG","2015Q2",NA
"THS","M","Y_GE65","A","BG","2015Q2",NA
"THS","M","Y_GE65","B","BG","2015Q2",NA
"THS","M","Y_GE65","C","BG","2015Q2",NA
"THS","M","Y_GE65","D","BG","2015Q2",NA
"THS","M","Y_GE65","E","BG","2015Q2",NA
"THS","M","Y_GE65","F","BG","2015Q2",NA
"THS","M","Y_GE65","G","BG","2015Q2",NA
"THS","M","Y_GE65","H","BG","2015Q2",NA
"THS","M","Y_GE65","I","BG","2015Q2",NA
"THS","M","Y_GE65","J","BG","2015Q2",NA
"THS","M","Y_GE65","K","BG","2015Q2",NA
"THS","M","Y_GE65","L","BG","2015Q2",NA
"THS","M","Y_GE65","M","BG","2015Q2",NA
"THS","M","Y_GE65","N","BG","2015Q2",NA
"THS","M","Y_GE65","O","BG","2015Q2",NA
"THS","M","Y_GE65","P","BG","2015Q2",NA
"THS","M","Y_GE65","Q","BG","2015Q2",NA
"THS","M","Y_GE65","R","BG","2015Q2",NA
"THS","M","Y_GE65","S","BG","2015Q2",NA
"THS","M","Y_GE65","T","BG","2015Q2",NA
"THS","M","Y_GE65","TOTAL","BG","2015Q2",NA
"THS","M","Y_GE65","U","BG","2015Q2",NA
"THS","M","Y_GE75","A","BG","2015Q2",NA
"THS","M","Y_GE75","C","BG","2015Q2",NA
"THS","M","Y_GE75","E","BG","2015Q2",NA
"THS","M","Y_GE75","F","BG","2015Q2",NA
"THS","M","Y_GE75","G","BG","2015Q2",NA
"THS","M","Y_GE75","H","BG","2015Q2",NA
"THS","M","Y_GE75","I","BG","2015Q2",NA
"THS","M","Y_GE75","J","BG","2015Q2",NA
"THS","M","Y_GE75","L","BG","2015Q2",NA
"THS","M","Y_GE75","M","BG","2015Q2",NA
"THS","M","Y_GE75","N","BG","2015Q2",NA
"THS","M","Y_GE75","O","BG","2015Q2",NA
"THS","M","Y_GE75","P","BG","2015Q2",NA
"THS","M","Y_GE75","Q","BG","2015Q2",NA
"THS","M","Y_GE75","R","BG","2015Q2",NA
"THS","M","Y_GE75","S","BG","2015Q2",NA
"THS","M","Y_GE75","T","BG","2015Q2",NA
"THS","M","Y_GE75","TOTAL","BG","2015Q2",NA
"THS","T","Y15-19","A","BG","2015Q2",NA
"THS","T","Y15-19","B","BG","2015Q2",NA
"THS","T","Y15-19","C","BG","2015Q2",NA
"THS","T","Y15-19","D","BG","2015Q2",NA
"THS","T","Y15-19","E","BG","2015Q2",NA
"THS","T","Y15-19","F","BG","2015Q2",NA
"THS","T","Y15-19","G","BG","2015Q2",NA
"THS","T","Y15-19","H","BG","2015Q2",NA
"THS","T","Y15-19","I","BG","2015Q2",NA
"THS","T","Y15-19","J","BG","2015Q2",NA
"THS","T","Y15-19","K","BG","2015Q2",NA
"THS","T","Y15-19","L","BG","2015Q2",NA
"THS","T","Y15-19","M","BG","2015Q2",NA
"THS","T","Y15-19","N","BG","2015Q2",NA
"THS","T","Y15-19","O","BG","2015Q2",NA
"THS","T","Y15-19","P","BG","2015Q2",NA
"THS","T","Y15-19","Q","BG","2015Q2",NA
"THS","T","Y15-19","R","BG","2015Q2",NA
"THS","T","Y15-19","S","BG","2015Q2",NA
"THS","T","Y15-19","T","BG","2015Q2",NA
"THS","T","Y15-19","TOTAL","BG","2015Q2",NA
